time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
1.385009,-1.005297,-1.003819,0.006781,0.008360
1.390009,-1.005260,-1.003784,0.007774,0.009326
1.395009,-1.005220,-1.003727,0.008456,0.010167
1.400009,-1.005176,-1.003685,0.008644,0.010518
1.405010,-1.005134,-1.003623,0.008215,0.010124
1.410010,-1.005095,-1.003583,0.007390,0.009465
1.415010,-1.005060,-1.003528,0.006921,0.008835
1.420010,-1.005028,-1.003493,0.006117,0.008206
1.425011,-1.005000,-1.003446,0.005299,0.007252
1.430011,-1.004976,-1.003417,0.004470,0.006596
1.435011,-1.004957,-1.003380,0.003522,0.005522
1.440011,-1.004941,-1.003358,0.002837,0.004965
1.445011,-1.004928,-1.003330,0.002432,0.004379
1.450012,-1.004916,-1.003312,0.002573,0.004452
1.455012,-1.004903,-1.003285,0.002611,0.004474
1.460012,-1.004889,-1.003267,0.002866,0.004631
1.465012,-1.004874,-1.003239,0.003101,0.005006
1.470013,-1.004860,-1.003219,0.002416,0.004539
1.475013,-1.004851,-1.003194,0.001546,0.003529
1.480013,-1.004844,-1.003180,0.001383,0.003361
1.485013,-1.004836,-1.003160,0.001571,0.003521
1.490014,-1.004827,-1.003146,0.001908,0.003863
1.495014,-1.004818,-1.003122,0.001972,0.003994
1.500014,-1.004807,-1.003106,0.002059,0.004154
1.505014,-1.004796,-1.003081,0.002335,0.004351
1.510015,-1.004783,-1.003063,0.002786,0.004628
1.515015,-1.004768,-1.003034,0.003450,0.005496
1.520015,-1.004748,-1.003011,0.004179,0.006162
1.525015,-1.004726,-1.002973,0.004739,0.006821
1.530015,-1.004700,-1.002945,0.005229,0.007328
1.535016,-1.004672,-1.002900,0.005715,0.007921
1.540016,-1.004642,-1.002868,0.006233,0.008313
1.545016,-1.004609,-1.002817,0.006769,0.008892
1.550016,-1.004575,-1.002781,0.006808,0.009095
1.555017,-1.004542,-1.002728,0.006537,0.008631
1.560017,-1.004508,-1.002693,0.007030,0.008897
1.565017,-1.004471,-1.002638,0.007638,0.009733
1.570017,-1.004431,-1.002599,0.008177,0.010185
1.575018,-1.004389,-1.002537,0.008738,0.010801
1.580018,-1.004344,-1.002493,0.008924,0.011023
1.585018,-1.004301,-1.002427,0.008508,0.010674
1.590018,-1.004259,-1.002385,0.008297,0.010453
1.595019,-1.004219,-1.002323,0.007754,0.010015
1.600019,-1.004183,-1.002283,0.007005,0.009418
1.605019,-1.004150,-1.002228,0.006260,0.008577
1.610019,-1.004120,-1.002195,0.005855,0.008186
1.615019,-1.004091,-1.002146,0.005708,0.007919
1.620020,-1.004062,-1.002114,0.005755,0.007889
1.625020,-1.004033,-1.002067,0.006180,0.008255
1.630020,-1.003999,-1.002033,0.007288,0.009077
1.635020,-1.003959,-1.001976,0.008468,0.010451
1.640021,-1.003913,-1.001933,0.009592,0.011363
1.645021,-1.003862,-1.001863,0.010567,0.012590
1.650021,-1.003808,-1.001812,0.010805,0.012943
1.655021,-1.003754,-1.001734,0.010469,0.012576
1.660022,-1.003703,-1.001684,0.010278,0.012501
1.665022,-1.003654,-1.001611,0.009272,0.011492
1.670022,-1.003610,-1.001566,0.008551,0.010748
1.675022,-1.003570,-1.001503,0.007693,0.009857
1.680022,-1.003533,-1.001464,0.007043,0.009375
1.685023,-1.003499,-1.001409,0.006768,0.008956
1.690023,-1.003467,-1.001374,0.006293,0.008677
1.695023,-1.003437,-1.001323,0.005763,0.007957
1.700023,-1.003409,-1.001292,0.005400,0.007548
1.705024,-1.003383,-1.001247,0.005327,0.007541
1.710024,-1.003357,-1.001217,0.004986,0.007297
1.715024,-1.003335,-1.001175,0.003925,0.006155
1.720024,-1.003318,-1.001151,0.003336,0.005541
1.725025,-1.003303,-1.001119,0.002896,0.005065
1.730025,-1.003289,-1.001099,0.002649,0.004774
1.735025,-1.003277,-1.001071,0.002442,0.004461
1.740025,-1.003264,-1.001053,0.002391,0.004544
1.745026,-1.003253,-1.001026,0.002004,0.004095
1.750026,-1.003245,-1.001010,0.001556,0.003765
1.755026,-1.003238,-1.000989,0.001305,0.003307
1.760026,-1.003231,-1.000976,0.001382,0.003367
1.765026,-1.003223,-1.000955,0.001821,0.003807
1.770027,-1.003212,-1.000939,0.002358,0.004319
1.775027,-1.003200,-1.000913,0.002639,0.004739
1.780027,-1.003186,-1.000893,0.002798,0.004963
1.785027,-1.003172,-1.000863,0.003010,0.005109
1.790028,-1.003154,-1.000842,0.003760,0.005859
1.795028,-1.003133,-1.000805,0.004648,0.006790
1.800028,-1.003108,-1.000778,0.005231,0.007201
1.805028,-1.003078,-1.000733,0.006258,0.008198
1.810029,-1.003044,-1.000699,0.007374,0.009199
1.815029,-1.003006,-1.000643,0.007690,0.009807
1.820029,-1.002967,-1.000603,0.007964,0.009934
1.825029,-1.002925,-1.000542,0.008614,0.010746
1.830029,-1.002879,-1.000499,0.009598,0.011415
1.835030,-1.002827,-1.000427,0.010871,0.012895
1.840030,-1.002771,-1.000375,0.011335,0.013380
1.845030,-1.002714,-1.000294,0.011463,0.013608
1.850030,-1.002657,-1.000240,0.011360,0.013603
1.855031,-1.002603,-1.000160,0.010475,0.012576
1.860031,-1.002553,-1.000110,0.009528,0.011754
1.865031,-1.002507,-1.000042,0.008915,0.010953
1.870031,-1.002465,-0.999998,0.008008,0.010363
1.875032,-1.002429,-0.999939,0.006739,0.008917
1.880032,-1.002399,-0.999904,0.005427,0.007970
1.885032,-1.002374,-0.999859,0.004835,0.006948
1.890032,-1.002351,-0.999832,0.004316,0.006613
1.895033,-1.002331,-0.999793,0.004076,0.006197
1.900033,-1.002309,-0.999768,0.004372,0.006379
1.905033,-1.002287,-0.999729,0.004508,0.006599
1.910033,-1.002265,-0.999703,0.004216,0.006310
1.915033,-1.002244,-0.999665,0.004117,0.006212
1.920034,-1.002225,-0.999641,0.003902,0.006044
1.925034,-1.002205,-0.999604,0.003911,0.006027
1.930034,-1.002186,-0.999580,0.003736,0.005829
1.935034,-1.002165,-0.999545,0.004562,0.006574
1.940035,-1.002139,-0.999518,0.005638,0.007435
1.945035,-1.002109,-0.999471,0.006286,0.008455
1.950035,-1.002076,-0.999436,0.006711,0.008809
1.955035,-1.002042,-0.999383,0.006933,0.009192
1.960036,-1.002008,-0.999346,0.006799,0.009133
1.965036,-1.001974,-0.999292,0.006403,0.008709
1.970036,-1.001944,-0.999257,0.005958,0.008365
1.975036,-1.001914,-0.999208,0.005869,0.008105
1.980036,-1.001886,-0.999175,0.005232,0.007732
1.985037,-1.001862,-0.999131,0.004625,0.006946
1.990037,-1.001840,-0.999103,0.004392,0.006731
1.995037,-1.001819,-0.999063,0.003935,0.006261
2.000037,-1.001802,-0.999039,0.003206,0.005676
2.005037,-1.001787,-0.999006,0.002795,0.005085
2.010037,-1.001774,-0.998986,0.002253,0.004692
2.015036,-1.001766,-0.998960,0.001303,0.003551
2.020036,-1.001760,-0.998946,0.001039,0.003311
2.025036,-1.001757,-0.998928,0.000396,0.002695
2.030035,-1.001758,-0.998918,-0.000431,0.001984
2.035035,-1.001762,-0.998907,-0.001345,0.001024
2.040035,-1.001771,-0.998904,-0.002154,0.000351
2.045034,-1.001785,-0.998905,-0.003201,-0.000905
2.050034,-1.001803,-0.998909,-0.003850,-0.001434
2.055033,-1.001824,-0.998919,-0.004338,-0.002166
2.060033,-1.001846,-0.998928,-0.004291,-0.002214
2.065033,-1.001867,-0.998940,-0.004142,-0.002000
2.070032,-1.001887,-0.998948,-0.003887,-0.001797
2.075032,-1.001906,-0.998958,-0.003518,-0.001326
2.080032,-1.001921,-0.998963,-0.002802,-0.000743
2.085031,-1.001933,-0.998965,-0.002024,0.000376
2.090031,-1.001941,-0.998963,-0.001637,0.000813
2.095031,-1.001951,-0.998958,-0.001910,0.000728
2.100030,-1.001959,-0.998955,-0.001430,0.001206
2.105030,-1.001964,-0.998946,-0.000920,0.001949
2.110029,-1.001966,-0.998937,0.000145,0.002785
2.115029,-1.001961,-0.998917,0.001522,0.004507
2.120029,-1.001948,-0.998898,0.003618,0.006146
2.125028,-1.001924,-0.998856,0.005504,0.008638
2.130028,-1.001891,-0.998820,0.007252,0.010214
2.135028,-1.001850,-0.998755,0.008645,0.012081
2.140027,-1.001803,-0.998705,0.009974,0.013197
2.145027,-1.001750,-0.998623,0.011093,0.014696
2.150027,-1.001690,-0.998563,0.012370,0.015697
2.155026,-1.001625,-0.998465,0.013468,0.017182
2.160026,-1.001555,-0.998396,0.014214,0.017988
2.165025,-1.001483,-0.998286,0.014786,0.018932
2.170025,-1.001408,-0.998210,0.015242,0.019259
2.175025,-1.001330,-0.998093,0.015765,0.020002
2.180024,-1.001250,-0.998013,0.016095,0.020400
2.185024,-1.001170,-0.997890,0.016031,0.020514
2.190024,-1.001090,-0.997808,0.015776,0.020378
2.195023,-1.001012,-0.997686,0.015400,0.020125
2.200023,-1.000937,-0.997606,0.014828,0.019637
2.205023,-1.000864,-0.997489,0.014651,0.019490
2.210022,-1.000791,-0.997411,0.014678,0.019611
2.215022,-1.000718,-0.997293,0.014535,0.019623
2.220021,-1.000646,-0.997214,0.014346,0.019590
2.225021,-1.000575,-0.997097,0.013964,0.019336
2.230021,-1.000506,-0.997020,0.013806,0.019215
2.235020,-1.000437,-0.996904,0.013674,0.019213
2.240020,-1.000370,-0.996828,0.013196,0.018998
2.245020,-1.000305,-0.996715,0.012848,0.018522
2.250019,-1.000242,-0.996641,0.012285,0.018262
2.255019,-1.000182,-0.996533,0.012101,0.017953
2.260019,-1.000121,-0.996461,0.011989,0.017932
2.265018,-1.000062,-0.996353,0.011521,0.017619
2.270018,-1.000008,-0.996284,0.010665,0.016945
2.275017,-0.999956,-0.996184,0.009973,0.016173
2.280017,-0.999910,-0.996120,0.008851,0.015281
2.285017,-0.999867,-0.996030,0.008364,0.014667
2.290016,-0.999825,-0.995971,0.008479,0.014750
2.295016,-0.999783,-0.995883,0.008482,0.014870
2.300016,-0.999740,-0.995823,0.008704,0.015015
2.305015,-0.999696,-0.995732,0.008853,0.015356
2.310015,-0.999651,-0.995670,0.009236,0.015756
2.315015,-0.999603,-0.995574,0.009689,0.016317
2.320014,-0.999553,-0.995509,0.010379,0.016948
2.325014,-0.999500,-0.995405,0.010775,0.017587
2.330014,-0.999446,-0.995335,0.010702,0.017685
2.335013,-0.999392,-0.995229,0.010655,0.017565
2.340013,-0.999338,-0.995158,0.011064,0.017903
2.345012,-0.999282,-0.995050,0.011096,0.018134
2.350012,-0.999228,-0.994978,0.010767,0.017925
2.355012,-0.999175,-0.994871,0.010300,0.017398
2.360011,-0.999125,-0.994802,0.009739,0.017010
2.365011,-0.999078,-0.994702,0.009142,0.016270
2.370011,-0.999035,-0.994637,0.008326,0.015676
2.375010,-0.998997,-0.994546,0.007046,0.014168
2.380010,-0.998965,-0.994490,0.005933,0.013241
2.385010,-0.998938,-0.994413,0.005228,0.012127
2.390009,-0.998914,-0.994365,0.004433,0.011501
2.395009,-0.998894,-0.994299,0.003469,0.010233
2.400008,-0.998882,-0.994259,0.001967,0.008997
2.405008,-0.998876,-0.994209,0.000455,0.007038
2.410008,-0.998878,-0.994182,-0.001090,0.005757
2.415007,-0.998888,-0.994151,-0.002534,0.003823
2.420007,-0.998905,-0.994137,-0.003700,0.002811
2.425007,-0.998926,-0.994123,-0.004794,0.001446
2.430006,-0.998954,-0.994118,-0.005987,0.000450
2.435006,-0.998988,-0.994119,-0.007265,-0.001238
2.440006,-0.999027,-0.994125,-0.008384,-0.002258
2.445005,-0.999071,-0.994141,-0.009057,-0.003332
2.450005,-0.999118,-0.994155,-0.009287,-0.003687
2.455004,-0.999164,-0.994178,-0.009215,-0.003788
2.460004,-0.999209,-0.994193,-0.008995,-0.003703
2.465004,-0.999254,-0.994215,-0.008862,-0.003630
2.470003,-0.999298,-0.994229,-0.008956,-0.003695
2.475003,-0.999342,-0.994251,-0.008799,-0.003696
2.480003,-0.999387,-0.994267,-0.008795,-0.003887
2.485002,-0.999429,-0.994289,-0.008483,-0.003593
2.490002,-0.999472,-0.994304,-0.008464,-0.003632
2.495002,-0.999513,-0.994325,-0.008192,-0.003398
2.500001,-0.999554,-0.994339,-0.008082,-0.003398
2.505001,-0.999593,-0.994359,-0.007814,-0.003250
2.510000,-0.999632,-0.994372,-0.007855,-0.003359
2.515000,-0.999672,-0.994393,-0.007911,-0.003470
2.520000,-0.999712,-0.994407,-0.008186,-0.003682
2.524999,-0.999754,-0.994430,-0.008645,-0.004352
2.529999,-0.999799,-0.994448,-0.009119,-0.004757
2.534999,-0.999845,-0.994478,-0.009227,-0.005079
2.539998,-0.999891,-0.994498,-0.009097,-0.005086
2.544998,-0.999936,-0.994528,-0.008696,-0.004772
2.549998,-0.999978,-0.994547,-0.008519,-0.004551
2.554997,-1.000020,-0.994574,-0.007904,-0.004008
2.559997,-1.000057,-0.994590,-0.007278,-0.003410
2.564996,-1.000092,-0.994609,-0.006625,-0.002779
2.569996,-1.000122,-0.994619,-0.005677,-0.002088
2.574996,-1.000147,-0.994629,-0.004522,-0.000735
2.579995,-1.000165,-0.994631,-0.003212,0.000513
2.584995,-1.000180,-0.994626,-0.002809,0.001112
2.589995,-1.000193,-0.994622,-0.002505,0.001413
2.594994,-1.000205,-0.994612,-0.002182,0.001845
2.599994,-1.000214,-0.994605,-0.001674,0.002081
2.604994,-1.000220,-0.994590,-0.000747,0.003083
2.609993,-1.000221,-0.994577,-0.000025,0.003714
2.614993,-1.000220,-0.994553,0.000508,0.004403
2.619992,-1.000215,-0.994535,0.001394,0.005014
2.624992,-1.000204,-0.994502,0.002719,0.006524
2.629992,-1.000186,-0.994475,0.004058,0.007667
2.634991,-1.000164,-0.994427,0.004698,0.008522
2.639991,-1.000138,-0.994392,0.005344,0.009059
2.644991,-1.000112,-0.994337,0.005378,0.009369
2.649990,-1.000086,-0.994300,0.004858,0.008916
2.654990,-1.000064,-0.994247,0.004023,0.008077
2.659990,-1.000048,-0.994216,0.002702,0.007057
2.664989,-1.000038,-0.994177,0.001792,0.005796
2.669989,-1.000030,-0.994154,0.001228,0.005368
2.674989,-1.000026,-0.994124,0.000843,0.004762
2.679988,-1.000022,-0.994105,0.000568,0.004596
2.684988,-1.000021,-0.994078,-0.000188,0.003903
2.689987,-1.000024,-0.994063,-0.000610,0.003472
2.694987,-1.000028,-0.994043,-0.000812,0.003222
2.699987,-1.000032,-0.994030,-0.001135,0.003044
2.704986,-1.000039,-0.994013,-0.001565,0.002476
2.709986,-1.000049,-0.994004,-0.002014,0.002130
2.714986,-1.000059,-0.993991,-0.002045,0.001999
2.719985,-1.000068,-0.993983,-0.001649,0.002174
2.724985,-1.000074,-0.993969,-0.000882,0.003118
2.729985,-1.000076,-0.993956,0.000063,0.003801
2.734984,-1.000073,-0.993930,0.000935,0.004977
2.739984,-1.000067,-0.993910,0.000965,0.005198
2.744983,-1.000063,-0.993879,0.001002,0.005069
2.749983,-1.000057,-0.993859,0.001474,0.005311
2.754983,-1.000047,-0.993825,0.002267,0.006194
2.759982,-1.000034,-0.993800,0.002917,0.006759
2.764982,-1.000017,-0.993757,0.003650,0.007628
2.769982,-0.999997,-0.993726,0.004222,0.008116
2.774981,-0.999974,-0.993677,0.004854,0.008784
2.779981,-0.999948,-0.993641,0.005432,0.009273
2.784981,-0.999918,-0.993584,0.006303,0.010304
2.789980,-0.999886,-0.993542,0.006481,0.010494
2.794980,-0.999855,-0.993479,0.005971,0.010166
2.799979,-0.999827,-0.993439,0.005162,0.009467
2.804979,-0.999803,-0.993384,0.004792,0.008850
2.809979,-0.999779,-0.993349,0.004584,0.008606
2.814978,-0.999757,-0.993298,0.004549,0.008502
2.819978,-0.999733,-0.993264,0.004800,0.008671
2.824978,-0.999707,-0.993210,0.005584,0.009508
2.829977,-0.999676,-0.993172,0.006645,0.010448
2.834977,-0.999642,-0.993107,0.006991,0.010921
2.839977,-0.999607,-0.993064,0.006973,0.010986
2.844976,-0.999573,-0.992998,0.006812,0.010810
2.849976,-0.999539,-0.992955,0.006739,0.010750
2.854975,-0.999506,-0.992891,0.006340,0.010369
2.859975,-0.999476,-0.992850,0.005828,0.010127
2.864975,-0.999449,-0.992791,0.005177,0.009246
2.869974,-0.999425,-0.992754,0.004442,0.008673
2.874974,-0.999404,-0.992703,0.004140,0.008345
2.879974,-0.999384,-0.992670,0.003574,0.008045
2.884973,-0.999369,-0.992624,0.002695,0.007047
2.889973,-0.999357,-0.992597,0.002234,0.006486
2.894973,-0.999346,-0.992557,0.002486,0.006701
2.899972,-0.999334,-0.992531,0.002268,0.006482
2.904972,-0.999323,-0.992492,0.001912,0.006161
2.909971,-0.999316,-0.992468,0.001250,0.005602
2.914971,-0.999311,-0.992436,0.000938,0.005108
2.919971,-0.999306,-0.992416,0.000972,0.005184
2.924970,-0.999301,-0.992385,0.001100,0.005203
2.929970,-0.999294,-0.992364,0.001608,0.005622
2.934970,-0.999284,-0.992328,0.002023,0.006195
2.939969,-0.999274,-0.992303,0.002101,0.006239
2.944969,-0.999264,-0.992266,0.001745,0.005941
2.949969,-0.999259,-0.992243,0.000764,0.005195
2.954968,-0.999258,-0.992215,-0.000148,0.004045
2.959968,-0.999259,-0.992199,-0.000398,0.003813
2.964967,-0.999261,-0.992176,-0.000456,0.003747
2.969967,-0.999265,-0.992161,-0.000750,0.003532
2.974967,-0.999269,-0.992141,-0.000902,0.003217
2.979966,-0.999273,-0.992128,-0.000908,0.003334
2.984966,-0.999278,-0.992108,-0.000965,0.003241
2.989966,-0.999281,-0.992095,-0.000391,0.003706
2.994965,-0.999282,-0.992071,0.000012,0.004354
2.999965,-0.999282,-0.992054,-0.000134,0.004341
3.004965,-0.999284,-0.992028,-0.000440,0.004009
3.009964,-0.999287,-0.992012,-0.000913,0.003664
3.014964,-0.999295,-0.991992,-0.001909,0.002699
3.019964,-0.999307,-0.991982,-0.002970,0.001974
3.024963,-0.999327,-0.991973,-0.004817,-0.000046
3.029963,-0.999357,-0.991975,-0.006483,-0.001431
3.034962,-0.999394,-0.991987,-0.008016,-0.003251
3.039962,-0.999437,-0.992002,-0.008836,-0.003993
3.044962,-0.999481,-0.992027,-0.008928,-0.004301
3.049961,-0.999525,-0.992044,-0.008791,-0.004071
3.054961,-0.999569,-0.992068,-0.008645,-0.003952
3.059961,-0.999611,-0.992083,-0.008351,-0.003574
3.064960,-0.999652,-0.992104,-0.008119,-0.003266
3.069960,-0.999693,-0.992117,-0.008187,-0.003381
3.074960,-0.999733,-0.992137,-0.007706,-0.002960
3.079959,-0.999769,-0.992148,-0.007056,-0.002495
3.084959,-0.999801,-0.992161,-0.005746,-0.000967
3.089958,-0.999826,-0.992164,-0.004740,0.000011
3.094958,-0.999850,-0.992163,-0.004699,0.000262
3.099958,-0.999874,-0.992161,-0.004698,0.000339
3.104957,-0.999897,-0.992159,-0.004548,0.000526
3.109957,-0.999917,-0.992156,-0.003615,0.001393
3.114957,-0.999932,-0.992145,-0.002543,0.002702
3.119956,-0.999942,-0.992134,-0.001784,0.003344
3.124956,-0.999950,-0.992112,-0.001448,0.003964
3.129956,-0.999955,-0.992096,-0.000914,0.004385
3.134955,-0.999958,-0.992068,-0.000360,0.005094
3.139955,-0.999958,-0.992047,0.000507,0.005850
3.144954,-0.999953,-0.992010,0.001290,0.006917
3.149954,-0.999944,-0.991982,0.001878,0.007419
3.154954,-0.999933,-0.991936,0.002479,0.008190
3.159953,-0.999920,-0.991903,0.002806,0.008534
3.164953,-0.999905,-0.991851,0.003120,0.009016
3.169953,-0.999889,-0.991814,0.003137,0.009183
3.174952,-0.999872,-0.991759,0.003486,0.009463
3.179952,-0.999852,-0.991720,0.004534,0.010411
3.184952,-0.999827,-0.991656,0.005069,0.011298
3.189951,-0.999801,-0.991610,0.005451,0.011600
3.194951,-0.999771,-0.991539,0.006136,0.012439
3.199950,-0.999738,-0.991488,0.006960,0.013111
3.204950,-0.999702,-0.991408,0.007407,0.013825
3.209950,-0.999663,-0.991352,0.007957,0.014364
3.214949,-0.999622,-0.991264,0.008735,0.015272
3.219949,-0.999575,-0.991202,0.009803,0.016149
3.224949,-0.999523,-0.991103,0.010698,0.017385
3.229948,-0.999469,-0.991033,0.010550,0.017462
3.234948,-0.999417,-0.990929,0.010508,0.017301
3.239948,-0.999365,-0.990859,0.010226,0.017178
3.244947,-0.999314,-0.990757,0.009912,0.016833
3.249947,-0.999266,-0.990690,0.009617,0.016495
3.254946,-0.999218,-0.990591,0.009635,0.016514
3.259946,-0.999170,-0.990525,0.009537,0.016443
3.264946,-0.999123,-0.990427,0.009525,0.016401
3.269945,-0.999075,-0.990361,0.009400,0.016333
3.274945,-0.999028,-0.990263,0.009319,0.016171
3.279945,-0.998981,-0.990199,0.009459,0.016282
3.284944,-0.998933,-0.990100,0.009811,0.016708
3.289944,-0.998883,-0.990033,0.010027,0.017056
3.294944,-0.998833,-0.989931,0.009774,0.016842
3.299943,-0.998786,-0.989864,0.009192,0.016400
3.304943,-0.998743,-0.989767,0.008543,0.015650
3.309942,-0.998699,-0.989704,0.008815,0.015812
3.314942,-0.998654,-0.989608,0.009028,0.016202
3.319942,-0.998609,-0.989544,0.009121,0.016180
3.324941,-0.998563,-0.989446,0.009484,0.016659
3.329941,-0.998514,-0.989379,0.009747,0.016936
3.334941,-0.998466,-0.989277,0.009455,0.016783
3.339940,-0.998421,-0.989211,0.008810,0.016180
3.344940,-0.998378,-0.989114,0.008371,0.015740
3.349940,-0.998338,-0.989052,0.007769,0.015223
3.354939,-0.998301,-0.988962,0.007247,0.014633
3.359939,-0.998267,-0.988904,0.006369,0.013929
3.364938,-0.998238,-0.988822,0.005430,0.012833
3.369938,-0.998214,-0.988772,0.004311,0.011984
3.374938,-0.998196,-0.988703,0.003131,0.010495
3.379937,-0.998185,-0.988662,0.001781,0.009395
3.384937,-0.998179,-0.988609,0.000604,0.007833
3.389937,-0.998179,-0.988579,-0.000369,0.006985
3.394936,-0.998184,-0.988539,-0.001255,0.005750
3.399936,-0.998192,-0.988517,-0.001960,0.005085
3.404936,-0.998204,-0.988489,-0.002610,0.004072
3.409935,-0.998221,-0.988473,-0.004103,0.003015
3.414935,-0.998249,-0.988461,-0.006651,-0.000110
3.419935,-0.998289,-0.988463,-0.009029,-0.002228
3.424934,-0.998341,-0.988482,-0.011039,-0.004894
3.429934,-0.998400,-0.988504,-0.012486,-0.006343
3.434933,-0.998466,-0.988545,-0.013655,-0.007915
3.439933,-0.998538,-0.988578,-0.014805,-0.009023
3.444933,-0.998615,-0.988635,-0.015811,-0.010488
3.449932,-0.998697,-0.988678,-0.016582,-0.011319
3.454932,-0.998780,-0.988747,-0.016802,-0.011875
3.459932,-0.998863,-0.988794,-0.016493,-0.011794
3.464931,-0.998944,-0.988864,-0.015944,-0.011330
3.469931,-0.999023,-0.988909,-0.015583,-0.011147
3.474931,-0.999099,-0.988975,-0.015074,-0.010725
3.479930,-0.999173,-0.989018,-0.014562,-0.010395
3.484930,-0.999244,-0.989079,-0.013855,-0.009720
3.489929,-0.999311,-0.989118,-0.013124,-0.009259
3.494929,-0.999374,-0.989172,-0.012309,-0.008379
3.499929,-0.999433,-0.989204,-0.011255,-0.007551
3.504928,-0.999487,-0.989248,-0.010716,-0.006903
3.509928,-0.999540,-0.989276,-0.010342,-0.006743
3.514928,-0.999591,-0.989315,-0.010067,-0.006412
3.519927,-0.999640,-0.989341,-0.009522,-0.006189
3.524927,-0.999686,-0.989377,-0.008966,-0.005562
3.529927,-0.999728,-0.989398,-0.008274,-0.005095
3.534926,-0.999768,-0.989427,-0.007691,-0.004367
3.539926,-0.999805,-0.989445,-0.007332,-0.004193
3.544925,-0.999842,-0.989470,-0.007399,-0.004163
3.549925,-0.999880,-0.989487,-0.007802,-0.004479
3.554925,-0.999922,-0.989515,-0.008621,-0.005508
3.559924,-0.999966,-0.989538,-0.008858,-0.005758
3.564924,-1.000009,-0.989572,-0.008690,-0.005561
3.569924,-1.000053,-0.989594,-0.008617,-0.005539
3.574923,-1.000096,-0.989627,-0.008625,-0.005469
3.579923,-1.000139,-0.989649,-0.008571,-0.005437
3.584923,-1.000182,-0.989682,-0.008775,-0.005571
3.589922,-1.000226,-0.989704,-0.008579,-0.005537
3.594922,-1.000266,-0.989736,-0.007728,-0.004734
3.599921,-1.000302,-0.989754,-0.006680,-0.003960
3.604921,-1.000332,-0.989775,-0.005483,-0.002568
3.609921,-1.000356,-0.989785,-0.004467,-0.001732
3.614920,-1.000375,-0.989792,-0.003238,-0.000342
3.619920,-1.000387,-0.989792,-0.002055,0.000660
3.624920,-1.000395,-0.989787,-0.001364,0.001575
3.629919,-1.000400,-0.989780,-0.000669,0.002116
3.634919,-1.000401,-0.989765,0.000241,0.003181
3.639919,-1.000398,-0.989752,0.000954,0.003829
3.644918,-1.000391,-0.989727,0.001729,0.004775
3.649918,-1.000380,-0.989708,0.002340,0.005307
3.654917,-1.000366,-0.989674,0.003022,0.006121
3.659917,-1.000349,-0.989649,0.003813,0.006805
3.664917,-1.000328,-0.989606,0.004482,0.007611
3.669916,-1.000303,-0.989575,0.004968,0.008168
3.674916,-1.000280,-0.989527,0.004587,0.007857
3.679916,-1.000258,-0.989496,0.004314,0.007601
3.684915,-1.000235,-0.989450,0.004626,0.007760
3.689915,-1.000211,-0.989419,0.004916,0.007937
3.694915,-1.000187,-0.989370,0.004959,0.008139
3.699914,-1.000161,-0.989338,0.005153,0.008343
3.704914,-1.000136,-0.989287,0.005071,0.008400
3.709913,-1.000112,-0.989254,0.004549,0.008023
3.714913,-1.000091,-0.989208,0.003705,0.007053
3.719913,-1.000075,-0.989180,0.003120,0.006614
3.724912,-1.000060,-0.989142,0.002736,0.006054
3.729912,-1.000048,-0.989118,0.002354,0.005681
3.734912,-1.000037,-0.989084,0.002102,0.005463
3.739911,-1.000026,-0.989062,0.002426,0.005495
3.744911,-1.000012,-0.989028,0.002966,0.006140
3.749911,-0.999995,-0.989003,0.003668,0.006640
3.754910,-0.999974,-0.988961,0.004398,0.007490
3.759910,-0.999951,-0.988930,0.004775,0.007777
3.764910,-0.999927,-0.988883,0.004948,0.008050
3.769909,-0.999904,-0.988851,0.004332,0.007663
3.774909,-0.999884,-0.988807,0.003798,0.007021
3.779908,-0.999866,-0.988779,0.003137,0.006527
3.784908,-0.999853,-0.988742,0.002272,0.005501
3.789908,-0.999845,-0.988721,0.001375,0.004693
3.794907,-0.999841,-0.988694,0.000481,0.003645
3.799907,-0.999842,-0.988681,-0.000707,0.002735
3.804907,-0.999848,-0.988667,-0.001416,0.001737
3.809906,-0.999857,-0.988660,-0.002071,0.001243
3.814906,-0.999870,-0.988655,-0.003156,0.000222
3.819906,-0.999891,-0.988655,-0.005143,-0.001308
3.824905,-0.999924,-0.988669,-0.007335,-0.003960
3.829905,-0.999965,-0.988686,-0.008950,-0.005330
3.834904,-1.000015,-0.988722,-0.010425,-0.007147
3.839904,-1.000069,-0.988751,-0.011117,-0.007809
3.844904,-1.000126,-0.988799,-0.011556,-0.008370
3.849903,-1.000184,-0.988833,-0.011551,-0.008487
3.854903,-1.000241,-0.988883,-0.011200,-0.008039
3.859903,-1.000296,-0.988915,-0.010697,-0.007644
3.864902,-1.000348,-0.988959,-0.010333,-0.006970
3.869902,-1.000399,-0.988987,-0.010141,-0.006842
3.874902,-1.000450,-0.989028,-0.010225,-0.006876
3.879901,-1.000501,-0.989056,-0.010135,-0.006847
3.884901,-1.000552,-0.989096,-0.010081,-0.006613
3.889900,-1.000602,-0.989123,-0.009863,-0.006506
3.894900,-1.000650,-0.989160,-0.009256,-0.005774
3.899900,-1.000694,-0.989183,-0.008623,-0.005211
3.904899,-1.000734,-0.989212,-0.007486,-0.004099
