time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
1.920034,-0.516218,-0.515207,0.380093,0.378788,-0.165041,-0.164693
1.925034,-0.531688,-0.533812,0.392554,0.393754,-0.170537,-0.171297
1.930034,-0.546970,-0.546065,0.404700,0.403477,-0.176115,-0.175765
1.935034,-0.561939,-0.564063,0.416609,0.417781,-0.181812,-0.182612
1.940035,-0.576330,-0.575610,0.428338,0.427172,-0.187656,-0.187294
1.945035,-0.589606,-0.591566,0.439848,0.440992,-0.193602,-0.194437
1.950035,-0.600571,-0.600395,0.450873,0.449831,-0.199406,-0.199097
1.955035,-0.607779,-0.609081,0.460827,0.461773,-0.204512,-0.205221
1.960036,-0.609862,-0.610802,0.468927,0.468272,-0.208163,-0.208157
1.965036,-0.605844,-0.606033,0.474531,0.475002,-0.209728,-0.210034
1.970036,-0.595089,-0.597478,0.477112,0.477085,-0.208750,-0.209257
1.975036,-0.577333,-0.576235,0.476196,0.475997,-0.204957,-0.204702
1.980036,-0.552523,-0.556426,0.471282,0.472087,-0.198224,-0.199309
1.985037,-0.520804,-0.518426,0.461932,0.460886,-0.188656,-0.187818
1.990037,-0.482418,-0.487743,0.447717,0.449546,-0.176552,-0.178115
1.995037,-0.437987,-0.434492,0.428000,0.425904,-0.162271,-0.160954
2.000037,-0.388446,-0.394871,0.401951,0.405098,-0.146261,-0.148106
2.005037,-0.334905,-0.330673,0.369116,0.365737,-0.129300,-0.127717
2.010037,-0.278672,-0.285667,0.329654,0.334177,-0.112450,-0.114174
2.015036,-0.221374,-0.216936,0.284569,0.280138,-0.096855,-0.095402
2.020036,-0.164680,-0.171558,0.235518,0.240890,-0.083436,-0.084605
2.025036,-0.109879,-0.105804,0.184368,0.179565,-0.072695,-0.071634
2.030035,-0.057805,-0.064136,0.132879,0.138365,-0.064734,-0.065214
2.035035,-0.008805,-0.005329,0.082557,0.078013,-0.059368,-0.058690
2.040035,0.036996,0.031316,0.034522,0.039577,-0.056240,-0.056144
2.045034,0.079606,0.082459,-0.010451,-0.014377,-0.054916,-0.054478
2.050034,0.119146,0.114093,-0.051907,-0.047547,-0.054952,-0.054471
2.055033,0.155755,0.158035,-0.089643,-0.092834,-0.055937,-0.055590
2.060033,0.189579,0.185096,-0.123691,-0.120074,-0.057521,-0.056827
2.065033,0.220755,0.222513,-0.154271,-0.156784,-0.059430,-0.059067
2.070032,0.249409,0.245435,-0.181706,-0.178732,-0.061468,-0.060671
2.075032,0.275706,0.276999,-0.206402,-0.208387,-0.063518,-0.063093
2.080032,0.299773,0.296252,-0.228805,-0.226312,-0.065529,-0.064679
2.085031,0.321785,0.322674,-0.249377,-0.251017,-0.067510,-0.067024
2.090031,0.342023,0.338862,-0.268477,-0.266303,-0.069486,-0.068584
2.095031,0.360744,0.361337,-0.286412,-0.287844,-0.071503,-0.070977
2.100030,0.378267,0.375351,-0.303478,-0.301503,-0.073627,-0.072657
2.105030,0.394924,0.395347,-0.319958,-0.321299,-0.075936,-0.075405
2.110029,0.410984,0.408193,-0.336060,-0.334190,-0.078507,-0.077444
2.115029,0.426730,0.427098,-0.351974,-0.353307,-0.081422,-0.080917
2.120029,0.442411,0.439643,-0.367790,-0.365972,-0.084728,-0.083545
2.125028,0.458112,0.458494,-0.383510,-0.384858,-0.088440,-0.087975
2.130028,0.473894,0.471124,-0.399105,-0.397349,-0.092547,-0.091245
2.135028,0.489744,0.490153,-0.414504,-0.415847,-0.097009,-0.096574
2.140027,0.505528,0.502788,-0.429637,-0.427970,-0.101782,-0.100378
2.145027,0.521156,0.521559,-0.444404,-0.445709,-0.106794,-0.106367
2.150027,0.536627,0.533949,-0.458708,-0.457169,-0.111965,-0.110490
2.155026,0.551916,0.552318,-0.472479,-0.473717,-0.117224,-0.116779
2.160026,0.566949,0.564364,-0.485646,-0.484270,-0.122493,-0.120985
2.165025,0.581635,0.582012,-0.498089,-0.499220,-0.127653,-0.127155
2.170025,0.595791,0.593364,-0.509622,-0.508463,-0.132515,-0.131037
2.175025,0.609218,0.609514,-0.520092,-0.521047,-0.136897,-0.136279
2.180024,0.621800,0.619610,-0.529477,-0.528571,-0.140716,-0.139328
2.185024,0.633423,0.633602,-0.537675,-0.538426,-0.143810,-0.143027
2.190024,0.643991,0.642092,-0.544641,-0.544007,-0.146062,-0.144821
2.195023,0.653405,0.653441,-0.550478,-0.551029,-0.147487,-0.146524
2.200023,0.661568,0.660011,-0.555264,-0.554866,-0.148097,-0.147007
2.205023,0.668400,0.668268,-0.559113,-0.559503,-0.147950,-0.146828
2.210022,0.673897,0.672703,-0.562167,-0.561951,-0.147139,-0.146173
2.215022,0.678155,0.677877,-0.564632,-0.564927,-0.145834,-0.144608
2.220021,0.681312,0.680442,-0.566691,-0.566581,-0.144196,-0.143294
2.225021,0.683539,0.683178,-0.568481,-0.568742,-0.142354,-0.141079
2.230021,0.684778,0.684219,-0.569953,-0.569932,-0.140254,-0.139403
2.235020,0.684723,0.684211,-0.570924,-0.571106,-0.137722,-0.136357
2.240020,0.682967,0.682854,-0.571124,-0.571280,-0.134495,-0.133779
2.245020,0.679187,0.678379,-0.570274,-0.570269,-0.130316,-0.128760
2.250019,0.673081,0.673544,-0.568102,-0.568543,-0.124960,-0.124477
2.255019,0.664463,0.663270,-0.564421,-0.564137,-0.118304,-0.116490
2.260019,0.653211,0.654310,-0.559057,-0.559855,-0.110272,-0.110063
2.265018,0.639357,0.637755,-0.551929,-0.551318,-0.100910,-0.098834
2.270018,0.623092,0.624782,-0.543067,-0.544236,-0.090390,-0.090414
2.275017,0.604715,0.602799,-0.532535,-0.531616,-0.078916,-0.076649
2.280017,0.584585,0.586731,-0.520450,-0.521956,-0.066733,-0.066897
2.285017,0.563039,0.560938,-0.507001,-0.505835,-0.054125,-0.051767
2.290016,0.540428,0.542878,-0.492332,-0.494108,-0.041319,-0.041515
2.295016,0.517140,0.514986,-0.476613,-0.475266,-0.028528,-0.026163
2.300016,0.493491,0.496093,-0.460000,-0.461986,-0.015922,-0.016072
2.305015,0.469702,0.467590,-0.442642,-0.441177,-0.003637,-0.001323
2.310015,0.445940,0.448604,-0.424647,-0.426795,0.008237,0.008182
2.315015,0.422285,0.420252,-0.406040,-0.404486,0.019669,0.021908
2.320014,0.398810,0.401490,-0.386853,-0.389151,0.030627,0.030682
2.325014,0.375586,0.373645,-0.367104,-0.365471,0.041099,0.043259
2.330014,0.352607,0.355278,-0.346746,-0.349198,0.051096,0.051264
2.335013,0.329824,0.327956,-0.325779,-0.324058,0.060606,0.062688
2.340013,0.307144,0.309823,-0.304252,-0.306850,0.069598,0.069890
2.345012,0.284500,0.282664,-0.282164,-0.280364,0.078057,0.080053
2.350012,0.261845,0.264547,-0.259531,-0.262268,0.085964,0.086388
2.355012,0.239147,0.237321,-0.236382,-0.234508,0.093297,0.095200
2.360011,0.216446,0.219165,-0.212775,-0.215633,0.100033,0.100598
2.365011,0.193800,0.191997,-0.188767,-0.186839,0.106155,0.107959
2.370011,0.171229,0.173944,-0.164425,-0.167373,0.111648,0.112363
2.375010,0.148792,0.147025,-0.139829,-0.137872,0.116501,0.118200
2.380010,0.126564,0.129246,-0.115099,-0.118094,0.120706,0.121574
2.385010,0.104547,0.102832,-0.090327,-0.088377,0.124263,0.125857
2.390009,0.082828,0.085459,-0.065601,-0.068599,0.127178,0.128199
2.395009,0.061429,0.059784,-0.041038,-0.039132,0.129464,0.130956
2.400008,0.040376,0.042944,-0.016769,-0.019717,0.131134,0.132301
2.405008,0.019672,0.018100,0.007111,0.008935,0.132208,0.133604
2.410008,-0.000697,0.001806,0.030487,0.027636,0.132711,0.134015
2.415007,-0.020732,-0.022235,0.053326,0.055044,0.132675,0.133985
2.420007,-0.040381,-0.037956,0.075551,0.072826,0.132133,0.133560
2.425007,-0.059570,-0.060986,0.097106,0.098696,0.131126,0.132364
2.430006,-0.078329,-0.075993,0.117967,0.115389,0.129689,0.131223
2.435006,-0.096687,-0.098025,0.138171,0.139641,0.127856,0.129036
2.440006,-0.114619,-0.112372,0.157688,0.155259,0.125663,0.127289
2.445005,-0.132113,-0.133369,0.176472,0.177810,0.123146,0.124280
2.450005,-0.149146,-0.146998,0.194493,0.192233,0.120344,0.122045
2.455004,-0.165728,-0.166899,0.211766,0.212970,0.117288,0.118389
2.460004,-0.181779,-0.179747,0.228228,0.226150,0.114020,0.115781
2.465004,-0.197241,-0.198309,0.243792,0.244838,0.110594,0.111679
2.470003,-0.212075,-0.210182,0.258365,0.256502,0.107072,0.108868
2.475003,-0.226187,-0.227126,0.272014,0.272895,0.103482,0.104568
2.480003,-0.239527,-0.237806,0.284688,0.283044,0.099875,0.101688
2.485002,-0.252116,-0.252926,0.296350,0.297052,0.096304,0.097410
2.490002,-0.263939,-0.262395,0.306928,0.305523,0.092829,0.094635
2.495002,-0.274901,-0.275563,0.316468,0.316986,0.089473,0.090613
2.500001,-0.284878,-0.283557,0.325008,0.323828,0.086260,0.088045
2.505001,-0.293823,-0.294310,0.332573,0.332924,0.083223,0.084405
2.510000,-0.301774,-0.300684,0.339201,0.338236,0.080381,0.082133
2.515000,-0.308847,-0.309193,0.344899,0.345091,0.077762,0.078993
2.520000,-0.315147,-0.314247,0.349673,0.348917,0.075391,0.077099
2.524999,-0.320730,-0.320971,0.353529,0.353557,0.073287,0.074577
2.529999,-0.325610,-0.324893,0.356419,0.355880,0.071486,0.073137
2.534999,-0.329719,-0.329849,0.358379,0.358249,0.069993,0.071346
2.539998,-0.333060,-0.332539,0.359480,0.359139,0.068797,0.070390
2.544998,-0.335658,-0.335685,0.359809,0.359550,0.067874,0.069281
2.549998,-0.337512,-0.337187,0.359401,0.359235,0.067217,0.068756
2.554997,-0.338528,-0.338433,0.358207,0.357819,0.066850,0.068314
2.559997,-0.338685,-0.338575,0.356271,0.356280,0.066759,0.068242
2.564996,-0.338025,-0.337810,0.353684,0.353191,0.066913,0.068425
2.569996,-0.336539,-0.336637,0.350515,0.350664,0.067285,0.068724
2.574996,-0.334233,-0.333898,0.346830,0.346258,0.067848,0.069399
2.579995,-0.331198,-0.331485,0.342617,0.342897,0.068600,0.070000
2.584995,-0.327559,-0.327145,0.337811,0.337145,0.069552,0.071142
2.589995,-0.323335,-0.323784,0.332339,0.332776,0.070720,0.072077
2.594994,-0.318499,-0.318007,0.326228,0.325458,0.072082,0.073711
2.599994,-0.313103,-0.313706,0.319546,0.320122,0.073602,0.074927
2.604994,-0.307202,-0.306649,0.312353,0.311504,0.075249,0.076904
2.609993,-0.300830,-0.301564,0.304653,0.305353,0.077009,0.078313
2.614993,-0.294058,-0.293461,0.296476,0.295557,0.078859,0.080533
2.619992,-0.286921,-0.287765,0.287911,0.288714,0.080758,0.082053
2.624992,-0.279402,-0.278763,0.279012,0.278049,0.082675,0.084356
2.629992,-0.271500,-0.272456,0.269804,0.270690,0.084592,0.085891
2.634991,-0.263205,-0.262521,0.260362,0.259376,0.086475,0.088151
2.639991,-0.254565,-0.255620,0.250781,0.251721,0.088296,0.089609
2.644991,-0.245635,-0.244923,0.241058,0.240068,0.090049,0.091715
2.649990,-0.236487,-0.237614,0.231216,0.232205,0.091726,0.093058
2.654990,-0.227193,-0.226480,0.221219,0.220220,0.093332,0.094988
2.659990,-0.217826,-0.218997,0.211043,0.212086,0.094872,0.096222
2.664989,-0.208447,-0.207756,0.200713,0.199701,0.096334,0.097979
2.669989,-0.199107,-0.200293,0.190251,0.191339,0.097706,0.099079
2.674989,-0.189850,-0.189195,0.179704,0.178695,0.098976,0.100606
2.679988,-0.180581,-0.181787,0.169100,0.170218,0.100142,0.101541
2.684988,-0.171295,-0.170657,0.158427,0.157421,0.101207,0.102823
2.689987,-0.161983,-0.163216,0.147686,0.148834,0.102172,0.103598
2.694987,-0.152587,-0.151950,0.136869,0.135862,0.103036,0.104638
2.699987,-0.143080,-0.144350,0.126000,0.127173,0.103793,0.105246
2.704986,-0.133434,-0.132783,0.115099,0.114098,0.104438,0.106025
2.709986,-0.123655,-0.124965,0.104185,0.105373,0.104967,0.106450
2.714986,-0.113797,-0.113142,0.093280,0.092296,0.105379,0.106950
2.719985,-0.103919,-0.105244,0.082490,0.083666,0.105677,0.107190
0.005000,-1.000001,-1.000000,-0.000346,-0.000217
0.010000,-1.000004,-1.000002,-0.000956,-0.000619
0.015000,-1.000011,-1.000007,-0.001652,-0.001502
0.020000,-1.000022,-1.000014,-0.002569,-0.002241
0.025000,-1.000039,-1.000030,-0.003767,-0.003502
0.030000,-1.000062,-1.000045,-0.005436,-0.004788
0.035000,-1.000095,-1.000078,-0.006978,-0.006746
0.040000,-1.000132,-1.000106,-0.007651,-0.007392
0.045000,-1.000172,-1.000152,-0.008477,-0.008321
0.050000,-1.000218,-1.000186,-0.009467,-0.009241
0.055000,-1.000267,-1.000243,-0.009985,-0.009832
0.060000,-1.000318,-1.000283,-0.010317,-0.010151
0.065000,-1.000369,-1.000344,-0.010296,-0.010127
0.070000,-1.000420,-1.000385,-0.010002,-0.009958
0.075000,-1.000469,-1.000443,-0.009838,-0.009599
0.080000,-1.000519,-1.000482,-0.010127,-0.009720
0.085000,-1.000572,-1.000541,-0.011011,-0.010647
0.090000,-1.000630,-1.000585,-0.011587,-0.011268
0.095000,-1.000689,-1.000653,-0.011940,-0.011619
0.100000,-1.000749,-1.000699,-0.012233,-0.011773
0.105000,-1.000812,-1.000771,-0.012774,-0.012414
0.110000,-1.000877,-1.000821,-0.013306,-0.012797
0.115000,-1.000944,-1.000899,-0.013462,-0.013153
0.120000,-1.001011,-1.000952,-0.013214,-0.012943
0.125000,-1.001076,-1.001028,-0.013023,-0.012616
0.130000,-1.001142,-1.001079,-0.013274,-0.012674
0.135000,-1.001209,-1.001156,-0.013628,-0.013034
0.140000,-1.001278,-1.001208,-0.013990,-0.013256
0.145000,-1.001349,-1.001289,-0.014252,-0.013716
0.150000,-1.001421,-1.001343,-0.014459,-0.013911
0.155000,-1.001493,-1.001427,-0.014166,-0.013705
0.160000,-1.001563,-1.001481,-0.013880,-0.013370
0.165000,-1.001632,-1.001561,-0.013728,-0.013225
0.170000,-1.001699,-1.001614,-0.013475,-0.012963
0.175000,-1.001766,-1.001691,-0.013174,-0.012675
0.180000,-1.001831,-1.001742,-0.013003,-0.012477
0.185000,-1.001897,-1.001817,-0.013180,-0.012688
0.190000,-1.001963,-1.001868,-0.013066,-0.012732
0.195000,-1.002025,-1.001943,-0.012169,-0.011715
0.200000,-1.002085,-1.001989,-0.011875,-0.011356
0.205000,-1.002144,-1.002057,-0.011949,-0.011351
0.210000,-1.002205,-1.002103,-0.012013,-0.011523
0.215000,-1.002263,-1.002171,-0.011607,-0.011079
0.220000,-1.002320,-1.002215,-0.011359,-0.010786
0.225000,-1.002377,-1.002280,-0.011274,-0.010697
0.230000,-1.002434,-1.002322,-0.011414,-0.010667
0.235000,-1.002492,-1.002387,-0.011829,-0.011046
0.240000,-1.002554,-1.002432,-0.012636,-0.011712
0.245000,-1.002618,-1.002504,-0.012993,-0.012321
0.250000,-1.002683,-1.002553,-0.013098,-0.012340
0.255000,-1.002749,-1.002627,-0.012934,-0.012262
0.260000,-1.002812,-1.002676,-0.012418,-0.011945
0.265000,-1.002873,-1.002747,-0.012108,-0.011499
0.270000,-1.002933,-1.002792,-0.011947,-0.011230
0.275000,-1.002992,-1.002860,-0.011937,-0.011209
0.280000,-1.003052,-1.002904,-0.011984,-0.011344
0.285000,-1.003112,-1.002972,-0.011938,-0.011226
0.290000,-1.003172,-1.003017,-0.012208,-0.011433
0.295000,-1.003234,-1.003087,-0.012167,-0.011580
0.300000,-1.003294,-1.003133,-0.011861,-0.011474
0.305000,-1.003351,-1.003200,-0.011327,-0.010806
0.310000,-1.003406,-1.003243,-0.010703,-0.010350
0.314999,-1.003456,-1.003302,-0.009581,-0.008950
0.319999,-1.003501,-1.003337,-0.008560,-0.008091
0.324999,-1.003543,-1.003384,-0.008183,-0.007529
0.329999,-1.003583,-1.003414,-0.008100,-0.007252
0.334999,-1.003624,-1.003458,-0.008297,-0.007519
0.339999,-1.003665,-1.003488,-0.008298,-0.007612
0.344999,-1.003706,-1.003533,-0.008038,-0.007333
0.349999,-1.003744,-1.003562,-0.007472,-0.006803
0.354999,-1.003780,-1.003602,-0.006880,-0.006085
0.359999,-1.003812,-1.003626,-0.006357,-0.005627
0.364999,-1.003844,-1.003659,-0.006210,-0.005325
0.369999,-1.003875,-1.003680,-0.006165,-0.005194
0.374999,-1.003906,-1.003712,-0.006129,-0.005350
0.379999,-1.003936,-1.003733,-0.006141,-0.005319
0.384999,-1.003966,-1.003764,-0.005926,-0.005048
0.389999,-1.003996,-1.003785,-0.005988,-0.005057
0.394998,-1.004027,-1.003815,-0.006197,-0.005229
0.399998,-1.004058,-1.003836,-0.006280,-0.005315
0.404998,-1.004089,-1.003868,-0.005989,-0.005073
0.409998,-1.004117,-1.003888,-0.005344,-0.004597
0.414998,-1.004142,-1.003914,-0.004932,-0.003977
0.419998,-1.004166,-1.003929,-0.004409,-0.003495
0.424998,-1.004187,-1.003949,-0.004252,-0.003253
0.429998,-1.004209,-1.003962,-0.004446,-0.003377
0.434998,-1.004234,-1.003984,-0.005418,-0.004407
0.439998,-1.004263,-1.004002,-0.006179,-0.005118
0.444998,-1.004296,-1.004034,-0.006800,-0.005827
0.449998,-1.004332,-1.004058,-0.007470,-0.006281
0.454998,-1.004372,-1.004098,-0.008435,-0.007371
0.459998,-1.004417,-1.004128,-0.009487,-0.008190
0.464998,-1.004468,-1.004180,-0.010420,-0.009410
0.469997,-1.004522,-1.004218,-0.011080,-0.010125
0.474997,-1.004577,-1.004280,-0.011129,-0.010332
0.479997,-1.004633,-1.004321,-0.011143,-0.010423
0.484997,-1.004688,-1.004383,-0.010788,-0.010000
0.489997,-1.004741,-1.004423,-0.010454,-0.009824
0.494997,-1.004792,-1.004480,-0.009757,-0.009020
0.499997,-1.004838,-1.004516,-0.009184,-0.008485
0.504997,-1.004884,-1.004566,-0.009082,-0.008330
0.509997,-1.004928,-1.004599,-0.008706,-0.008162
0.514997,-1.004970,-1.004646,-0.007917,-0.007230
0.519997,-1.005008,-1.004675,-0.007564,-0.006887
0.524997,-1.005044,-1.004715,-0.006875,-0.006160
0.529997,-1.005077,-1.004739,-0.006805,-0.005885
0.534997,-1.005112,-1.004775,-0.006943,-0.006105
0.539997,-1.005145,-1.004799,-0.006372,-0.005679
0.544997,-1.005175,-1.004831,-0.005542,-0.004722
0.549996,-1.005200,-1.004849,-0.004584,-0.004014
0.554996,-1.005220,-1.004871,-0.003729,-0.002886
0.559996,-1.005236,-1.004882,-0.002981,-0.002317
0.564996,-1.005250,-1.004894,-0.002510,-0.001694
0.569996,-1.005263,-1.004901,-0.002920,-0.001792
0.574996,-1.005279,-1.004913,-0.003420,-0.002485
0.579996,-1.005297,-1.004924,-0.003580,-0.002610
0.584996,-1.005314,-1.004939,-0.003246,-0.002288
0.589996,-1.005329,-1.004948,-0.003057,-0.001995
0.594996,-1.005345,-1.004960,-0.003331,-0.002334
0.599996,-1.005362,-1.004970,-0.003550,-0.002437
0.604996,-1.005382,-1.004986,-0.004117,-0.003107
0.609996,-1.005405,-1.004999,-0.004940,-0.003760
0.614996,-1.005431,-1.005023,-0.005451,-0.004456
0.619996,-1.005459,-1.005041,-0.005858,-0.004774
0.624996,-1.005489,-1.005070,-0.005898,-0.004969
0.629995,-1.005519,-1.005090,-0.006338,-0.005277
0.634995,-1.005553,-1.005124,-0.006765,-0.005946
0.639995,-1.005587,-1.005148,-0.007153,-0.006211
0.644995,-1.005623,-1.005186,-0.007114,-0.006311
0.649995,-1.005658,-1.005211,-0.006943,-0.006140
0.654995,-1.005692,-1.005247,-0.006765,-0.005966
0.659995,-1.005725,-1.005271,-0.006298,-0.005617
0.664995,-1.005755,-1.005303,-0.005795,-0.004990
0.669995,-1.005784,-1.005323,-0.005629,-0.004902
0.674995,-1.005810,-1.005352,-0.005118,-0.004297
0.679995,-1.005835,-1.005369,-0.004726,-0.003960
0.684995,-1.005857,-1.005391,-0.004302,-0.003414
0.689995,-1.005877,-1.005405,-0.003732,-0.003062
0.694995,-1.005894,-1.005421,-0.003081,-0.002202
0.699995,-1.005907,-1.005430,-0.002381,-0.001594
0.704994,-1.005919,-1.005438,-0.002507,-0.001607
0.709994,-1.005933,-1.005445,-0.002936,-0.001972
0.714994,-1.005948,-1.005458,-0.003008,-0.002197
0.719994,-1.005963,-1.005466,-0.003209,-0.002243
0.724994,-1.005981,-1.005481,-0.003981,-0.003055
0.729994,-1.006003,-1.005494,-0.004664,-0.003633
0.734994,-1.006028,-1.005517,-0.005116,-0.004223
0.739994,-1.006055,-1.005534,-0.005444,-0.004532
0.744994,-1.006082,-1.005562,-0.005588,-0.004796
0.749994,-1.006111,-1.005581,-0.005823,-0.004949
0.754994,-1.006140,-1.005611,-0.005929,-0.005171
0.759994,-1.006170,-1.005632,-0.005991,-0.005118
0.764994,-1.006201,-1.005663,-0.006430,-0.005561
0.769994,-1.006234,-1.005686,-0.006614,-0.005716
0.774994,-1.006267,-1.005720,-0.006699,-0.005785
0.779994,-1.006302,-1.005744,-0.007233,-0.006189
0.784993,-1.006340,-1.005782,-0.007735,-0.006804
0.789993,-1.006380,-1.005810,-0.008363,-0.007191
0.794993,-1.006424,-1.005854,-0.008901,-0.007845
0.799993,-1.006469,-1.005886,-0.008930,-0.007952
0.804993,-1.006512,-1.005933,-0.008684,-0.007606
0.809993,-1.006555,-1.005963,-0.008612,-0.007502
0.814993,-1.006597,-1.006008,-0.007948,-0.006966
0.819993,-1.006633,-1.006035,-0.006828,-0.006124
0.824993,-1.006665,-1.006069,-0.006111,-0.004985
0.829993,-1.006694,-1.006088,-0.005451,-0.004466
0.834993,-1.006719,-1.006113,-0.004738,-0.003597
0.839993,-1.006741,-1.006127,-0.004403,-0.003354
0.844993,-1.006761,-1.006146,-0.003688,-0.002560
0.849993,-1.006777,-1.006155,-0.002776,-0.001756
0.854993,-1.006788,-1.006164,-0.002057,-0.000918
0.859993,-1.006798,-1.006168,-0.001675,-0.000572
0.864992,-1.006805,-1.006170,-0.001187,0.000028
0.869992,-1.006808,-1.006169,-0.000485,0.000756
0.874992,-1.006809,-1.006163,0.000255,0.001546
0.879992,-1.006804,-1.006156,0.001238,0.002307
0.884992,-1.006795,-1.006140,0.002195,0.003448
0.889992,-1.006783,-1.006126,0.002643,0.003933
0.894992,-1.006769,-1.006102,0.003141,0.004493
0.899992,-1.006752,-1.006083,0.003489,0.004886
0.904992,-1.006733,-1.006053,0.003685,0.005247
0.909992,-1.006716,-1.006032,0.003275,0.005035
0.914992,-1.006702,-1.006004,0.002475,0.004159
0.919992,-1.006691,-1.005987,0.001965,0.003808
0.924992,-1.006683,-1.005966,0.001322,0.003088
0.929992,-1.006678,-1.005954,0.000687,0.002521
0.934992,-1.006676,-1.005940,0.000481,0.002122
0.939991,-1.006674,-1.005932,0.000390,0.002100
0.944991,-1.006672,-1.005919,0.000064,0.001895
0.949991,-1.006674,-1.005912,-0.000457,0.001444
0.954991,-1.006676,-1.005904,-0.000393,0.001440
0.959991,-1.006679,-1.005899,-0.000846,0.001214
0.964991,-1.006686,-1.005893,-0.001570,0.000316
0.969991,-1.006694,-1.005892,-0.001682,0.000130
0.974991,-1.006702,-1.005891,-0.001481,0.000314
0.979991,-1.006709,-1.005890,-0.001439,0.000189
0.984991,-1.006715,-1.005888,-0.001070,0.000660
0.989991,-1.006721,-1.005885,-0.001208,0.000726
0.994991,-1.006727,-1.005882,-0.001358,0.000394
0.999991,-1.006734,-1.005880,-0.001300,0.000575
1.004991,-1.006741,-1.005877,-0.001303,0.000385
1.009991,-1.006747,-1.005875,-0.001221,0.000539
1.014991,-1.006754,-1.005873,-0.001457,0.000261
1.019992,-1.006762,-1.005872,-0.001704,-0.000027
1.024992,-1.006770,-1.005873,-0.001650,-0.000026
1.029992,-1.006779,-1.005873,-0.001853,-0.000189
1.034992,-1.006788,-1.005874,-0.001833,-0.000204
1.039993,-1.006798,-1.005875,-0.001909,-0.000392
1.044993,-1.006807,-1.005877,-0.001783,-0.000185
1.049993,-1.006815,-1.005877,-0.001552,0.000036
1.054993,-1.006821,-1.005877,-0.000922,0.000620
1.059994,-1.006822,-1.005873,0.000258,0.001528
1.064994,-1.006819,-1.005862,0.000734,0.002292
1.069994,-1.006815,-1.005853,0.000837,0.002307
1.074994,-1.006810,-1.005838,0.001335,0.002888
1.079994,-1.006801,-1.005826,0.001991,0.003302
1.084995,-1.006789,-1.005804,0.002708,0.004140
1.089995,-1.006774,-1.005788,0.003149,0.004465
1.094995,-1.006758,-1.005760,0.003385,0.004872
1.099995,-1.006740,-1.005740,0.003491,0.004977
1.104996,-1.006723,-1.005710,0.003522,0.005040
1.109996,-1.006707,-1.005690,0.002956,0.004562
1.114996,-1.006693,-1.005664,0.002656,0.004120
1.119996,-1.006680,-1.005647,0.002798,0.004266
1.124997,-1.006666,-1.005622,0.002877,0.004415
1.129997,-1.006651,-1.005604,0.003031,0.004475
1.134997,-1.006635,-1.005576,0.003339,0.004904
1.139997,-1.006617,-1.005556,0.003760,0.005313
1.144997,-1.006598,-1.005523,0.003682,0.005368
1.149998,-1.006581,-1.005502,0.003101,0.004895
1.154998,-1.006568,-1.005474,0.002430,0.004224
1.159998,-1.006557,-1.005458,0.001949,0.003733
1.164998,-1.006549,-1.005436,0.001397,0.003173
1.169999,-1.006543,-1.005424,0.001202,0.002985
1.174999,-1.006537,-1.005406,0.001254,0.002989
1.179999,-1.006529,-1.005394,0.001445,0.003300
1.184999,-1.006522,-1.005374,0.001458,0.003244
1.190000,-1.006515,-1.005361,0.001287,0.003206
1.195000,-1.006509,-1.005342,0.001185,0.002943
1.200000,-1.006503,-1.005331,0.001517,0.003091
1.205000,-1.006495,-1.005312,0.001444,0.003190
1.210001,-1.006488,-1.005299,0.001563,0.003108
1.215001,-1.006479,-1.005279,0.002122,0.003664
1.220001,-1.006466,-1.005264,0.002628,0.004105
1.225001,-1.006452,-1.005239,0.002875,0.004410
1.230001,-1.006438,-1.005221,0.002677,0.004297
1.235002,-1.006424,-1.005195,0.002800,0.004355
1.240002,-1.006410,-1.005178,0.003060,0.004464
1.245002,-1.006393,-1.005150,0.003404,0.004996
1.250002,-1.006375,-1.005130,0.003960,0.005398
1.255003,-1.006351,-1.005095,0.005089,0.006634
1.260003,-1.006322,-1.005067,0.006433,0.007693
1.265003,-1.006286,-1.005018,0.007731,0.009263
1.270003,-1.006244,-1.004980,0.008664,0.010122
1.275004,-1.006198,-1.004918,0.009429,0.011020
1.280004,-1.006149,-1.004873,0.010035,0.011460
1.285004,-1.006097,-1.004803,0.010500,0.012092
1.290004,-1.006044,-1.004754,0.010800,0.012382
1.295004,-1.005989,-1.004679,0.010961,0.012699
1.300005,-1.005934,-1.004628,0.011246,0.013062
1.305005,-1.005878,-1.004550,0.010854,0.012711
1.310005,-1.005826,-1.004499,0.010242,0.012224
1.315005,-1.005776,-1.004427,0.009742,0.011575
1.320006,-1.005728,-1.004381,0.009465,0.011325
1.325006,-1.005683,-1.004314,0.008708,0.010582
1.330006,-1.005641,-1.004272,0.008267,0.010156
1.335006,-1.005602,-1.004213,0.007688,0.009486
1.340007,-1.005564,-1.004175,0.007365,0.009131
1.345007,-1.005529,-1.004120,0.006954,0.008813
1.350007,-1.005495,-1.004086,0.006408,0.008372
1.355007,-1.005465,-1.004037,0.006108,0.007847
1.360008,-1.005435,-1.004005,0.005594,0.007497
1.365008,-1.005408,-1.003962,0.005455,0.007198
1.370008,-1.005382,-1.003933,0.005244,0.007013
1.375008,-1.005356,-1.003891,0.005078,0.006768
1.380008,-1.005329,-1.003864,0.005661,0.007101
