time, Quad.Est.E.Yaw, Quad.Est.E.Pitch, Quad.Est.E.Roll
0.359999,-0.000529,-0.000523,-0.001202,-0.001249
0.364999,-0.000534,-0.000530,-0.001131,-0.001161
0.369999,-0.000540,-0.000535,-0.001065,-0.001105
0.374999,-0.000545,-0.000542,-0.001005,-0.001031
0.379999,-0.000550,-0.000546,-0.000946,-0.000985
0.384999,-0.000554,-0.000551,-0.000881,-0.000913
0.389999,-0.000559,-0.000555,-0.000804,-0.000857
0.394998,-0.000562,-0.000560,-0.000712,-0.000756
0.399998,-0.000566,-0.000563,-0.000609,-0.000677
0.404998,-0.000568,-0.000567,-0.000498,-0.000549
0.409998,-0.000570,-0.000569,-0.000381,-0.000457
0.414998,-0.000572,-0.000571,-0.000259,-0.000313
0.419998,-0.000573,-0.000572,-0.000137,-0.000215
0.424998,-0.000573,-0.000573,-0.000018,-0.000068
0.429998,-0.000573,-0.000574,0.000096,0.000026
0.434998,-0.000572,-0.000573,0.000203,0.000158
0.439998,-0.000571,-0.000572,0.000302,0.000240
0.444998,-0.000569,-0.000571,0.000394,0.000355
0.449998,-0.000567,-0.000569,0.000476,0.000425
0.454998,-0.000564,-0.000567,0.000548,0.000517
0.459998,-0.000561,-0.000564,0.000613,0.000571
0.464998,-0.000558,-0.000561,0.000672,0.000644
0.469997,-0.000554,-0.000558,0.000730,0.000690
0.474997,-0.000551,-0.000554,0.000789,0.000759
0.479997,-0.000547,-0.000551,0.000851,0.000807
0.484997,-0.000542,-0.000546,0.000915,0.000883
0.489997,-0.000537,-0.000542,0.000978,0.000935
0.494997,-0.000532,-0.000537,0.001034,0.001007
0.499997,-0.000527,-0.000532,0.001082,0.001049
0.504997,-0.000521,-0.000526,0.001119,0.001099
0.509997,-0.000516,-0.000522,0.001147,0.001124
0.514997,-0.000510,-0.000515,0.001172,0.001154
0.519997,-0.000504,-0.000510,0.001197,0.001173
0.524997,-0.000498,-0.000503,0.001227,0.001205
0.529997,-0.000492,-0.000498,0.001266,0.001232
0.534997,-0.000485,-0.000491,0.001315,0.001284
0.539997,-0.000478,-0.000486,0.001375,0.001326
0.544997,-0.000471,-0.000477,0.001449,0.001406
0.549996,-0.000464,-0.000472,0.001537,0.001470
0.554996,-0.000456,-0.000463,0.001639,0.001584
0.559996,-0.000447,-0.000456,0.001753,0.001671
0.564996,-0.000438,-0.000446,0.001876,0.001814
0.569996,-0.000428,-0.000439,0.002004,0.001916
0.574996,-0.000418,-0.000427,0.002131,0.002071
0.579996,-0.000407,-0.000418,0.002249,0.002170
0.584996,-0.000395,-0.000405,0.002350,0.002303
0.589996,-0.000383,-0.000396,0.002430,0.002376
0.594996,-0.000371,-0.000381,0.002487,0.002459
0.599996,-0.000359,-0.000372,0.002517,0.002494
0.604996,-0.000346,-0.000357,0.002522,0.002514
0.609996,-0.000333,-0.000346,0.002501,0.002507
0.614996,-0.000321,-0.000332,0.002456,0.002466
0.619996,-0.000309,-0.000322,0.002390,0.002421
0.624996,-0.000297,-0.000307,0.002306,0.002329
0.629995,-0.000286,-0.000298,0.002207,0.002255
0.634995,-0.000275,-0.000285,0.002099,0.002129
0.639995,-0.000265,-0.000276,0.001986,0.002040
0.644995,-0.000256,-0.000264,0.001871,0.001903
0.649995,-0.000247,-0.000257,0.001757,0.001811
0.654995,-0.000238,-0.000246,0.001646,0.001674
0.659995,-0.000230,-0.000240,0.001541,0.001587
0.664995,-0.000223,-0.000230,0.001446,0.001467
0.669995,-0.000216,-0.000225,0.001358,0.001393
0.674995,-0.000209,-0.000216,0.001277,0.001293
0.679995,-0.000203,-0.000211,0.001197,0.001229
0.684995,-0.000197,-0.000204,0.001117,0.001135
0.689995,-0.000192,-0.000200,0.001033,0.001069
0.694995,-0.000187,-0.000193,0.000945,0.000967
0.699995,-0.000183,-0.000190,0.000847,0.000893
0.704994,-0.000179,-0.000185,0.000736,0.000768
0.709994,-0.000175,-0.000182,0.000613,0.000673
0.714994,-0.000173,-0.000178,0.000484,0.000520
0.719994,-0.000171,-0.000176,0.000351,0.000415
0.724994,-0.000169,-0.000174,0.000214,0.000251
0.729994,-0.000169,-0.000173,0.000082,0.000142
0.734994,-0.000169,-0.000172,-0.000041,-0.000013
0.739994,-0.000169,-0.000172,-0.000150,-0.000105
0.744994,-0.000170,-0.000173,-0.000245,-0.000226
0.749994,-0.000172,-0.000174,-0.000333,-0.000299
0.754994,-0.000174,-0.000176,-0.000418,-0.000401
0.759994,-0.000176,-0.000178,-0.000504,-0.000469
0.764994,-0.000179,-0.000181,-0.000595,-0.000574
0.769994,-0.000182,-0.000183,-0.000692,-0.000649
0.774994,-0.000186,-0.000187,-0.000796,-0.000770
0.779994,-0.000190,-0.000191,-0.000908,-0.000857
0.784993,-0.000195,-0.000196,-0.001022,-0.000994
0.789993,-0.000201,-0.000200,-0.001134,-0.001085
0.794993,-0.000207,-0.000207,-0.001241,-0.001218
0.799993,-0.000213,-0.000212,-0.001338,-0.001300
0.804993,-0.000220,-0.000220,-0.001422,-0.001409
0.809993,-0.000227,-0.000226,-0.001490,-0.001470
0.814993,-0.000235,-0.000235,-0.001542,-0.001542
0.819993,-0.000243,-0.000241,-0.001583,-0.001579
0.824993,-0.000251,-0.000250,-0.001615,-0.001622
0.829993,-0.000259,-0.000257,-0.001637,-0.001644
0.834993,-0.000267,-0.000267,-0.001651,-0.001665
0.839993,-0.000275,-0.000273,-0.001659,-0.001674
0.844993,-0.000284,-0.000284,-0.001661,-0.001681
0.849993,-0.000292,-0.000290,-0.001656,-0.001680
0.854993,-0.000300,-0.000300,-0.001643,-0.001669
0.859993,-0.000308,-0.000307,-0.001626,-0.001655
0.864992,-0.000316,-0.000317,-0.001607,-0.001633
0.869992,-0.000324,-0.000323,-0.001591,-0.001619
0.874992,-0.000332,-0.000333,-0.001578,-0.001601
0.879992,-0.000340,-0.000339,-0.001568,-0.001592
0.884992,-0.000348,-0.000349,-0.001562,-0.001582
0.889992,-0.000356,-0.000355,-0.001560,-0.001579
0.894992,-0.000364,-0.000365,-0.001563,-0.001580
0.899992,-0.000372,-0.000371,-0.001571,-0.001584
0.904992,-0.000379,-0.000381,-0.001585,-0.001596
0.909992,-0.000387,-0.000387,-0.001605,-0.001610
0.914992,-0.000395,-0.000397,-0.001632,-0.001639
0.919992,-0.000404,-0.000403,-0.001662,-0.001663
0.924992,-0.000412,-0.000413,-0.001688,-0.001699
0.929992,-0.000421,-0.000420,-0.001704,-0.001717
0.934992,-0.000429,-0.000430,-0.001707,-0.001729
0.939991,-0.000438,-0.000437,-0.001696,-0.001725
0.944991,-0.000446,-0.000448,-0.001675,-0.001703
0.949991,-0.000454,-0.000455,-0.001650,-0.001683
0.954991,-0.000463,-0.000465,-0.001628,-0.001653
0.959991,-0.000471,-0.000471,-0.001620,-0.001639
0.964991,-0.000479,-0.000481,-0.001631,-0.001639
0.969991,-0.000487,-0.000488,-0.001668,-0.001658
0.974991,-0.000496,-0.000498,-0.001728,-0.001717
0.979991,-0.000504,-0.000505,-0.001811,-0.001776
0.984991,-0.000514,-0.000515,-0.001908,-0.001885
0.989991,-0.000524,-0.000523,-0.002016,-0.001968
0.994991,-0.000534,-0.000535,-0.002132,-0.002104
0.999991,-0.000545,-0.000544,-0.002252,-0.002198
1.004991,-0.000557,-0.000557,-0.002373,-0.002344
1.009991,-0.000569,-0.000567,-0.002492,-0.002441
1.014991,-0.000582,-0.000581,-0.002604,-0.002581
1.019992,-0.000595,-0.000592,-0.002706,-0.002668
1.024992,-0.000609,-0.000608,-0.002795,-0.002783
1.029992,-0.000623,-0.000619,-0.002873,-0.002849
1.034992,-0.000638,-0.000637,-0.002938,-0.002935
1.039993,-0.000652,-0.000648,-0.002994,-0.002983
1.044993,-0.000668,-0.000666,-0.003040,-0.003043
1.049993,-0.000683,-0.000679,-0.003078,-0.003077
1.054993,-0.000698,-0.000697,-0.003108,-0.003117
1.059994,-0.000714,-0.000710,-0.003130,-0.003138
1.064994,-0.000730,-0.000729,-0.003148,-0.003161
1.069994,-0.000745,-0.000741,-0.003163,-0.003174
1.074994,-0.000761,-0.000760,-0.003175,-0.003190
1.079994,-0.000777,-0.000773,-0.003186,-0.003200
1.084995,-0.000793,-0.000792,-0.003193,-0.003212
1.089995,-0.000809,-0.000805,-0.003193,-0.003216
1.094995,-0.000825,-0.000824,-0.003182,-0.003210
1.099995,-0.000841,-0.000837,-0.003159,-0.003196
1.104996,-0.000857,-0.000856,-0.003119,-0.003160
1.109996,-0.000872,-0.000869,-0.003062,-0.003121
1.114996,-0.000887,-0.000888,-0.002985,-0.003040
1.119996,-0.000902,-0.000900,-0.002893,-0.002972
1.124997,-0.000916,-0.000917,-0.002788,-0.002853
1.129997,-0.000930,-0.000929,-0.002671,-0.002765
1.134997,-0.000943,-0.000945,-0.002541,-0.002618
1.139997,-0.000955,-0.000955,-0.002394,-0.002508
1.144997,-0.000966,-0.000970,-0.002227,-0.002318
1.149998,-0.000977,-0.000979,-0.002042,-0.002177
1.154998,-0.000986,-0.000992,-0.001840,-0.001946
1.159998,-0.000995,-0.000999,-0.001621,-0.001777
1.164998,-0.001002,-0.001009,-0.001382,-0.001502
1.169999,-0.001009,-0.001015,-0.001130,-0.001305
1.174999,-0.001013,-0.001022,-0.000866,-0.000995
1.179999,-0.001017,-0.001026,-0.000594,-0.000781
1.184999,-0.001019,-0.001030,-0.000318,-0.000450
1.190000,-0.001020,-0.001032,-0.000044,-0.000228
1.195000,-0.001019,-0.001033,0.000222,0.000097
1.200000,-0.001017,-0.001032,0.000475,0.000304
1.205000,-0.001014,-0.001029,0.000722,0.000602
1.210001,-0.001010,-0.001027,0.000966,0.000797
1.215001,-0.001004,-0.001022,0.001212,0.001089
1.220001,-0.000998,-0.001017,0.001466,0.001289
1.225001,-0.000989,-0.001009,0.001727,0.001599
1.230001,-0.000980,-0.001002,0.001995,0.001811
1.235002,-0.000969,-0.000990,0.002262,0.002132
1.240002,-0.000957,-0.000982,0.002527,0.002345
1.245002,-0.000944,-0.000967,0.002790,0.002661
1.250002,-0.000929,-0.000956,0.003047,0.002869
1.255003,-0.000913,-0.000938,0.003294,0.003171
1.260003,-0.000896,-0.000926,0.003531,0.003365
1.265003,-0.000878,-0.000905,0.003754,0.003642
1.270003,-0.000858,-0.000890,0.003964,0.003815
1.275004,-0.000838,-0.000867,0.004159,0.004057
1.280004,-0.000816,-0.000850,0.004343,0.004207
1.285004,-0.000794,-0.000825,0.004523,0.004423
1.290004,-0.000771,-0.000807,0.004705,0.004567
1.295004,-0.000747,-0.000779,0.004887,0.004787
1.300005,-0.000722,-0.000760,0.005062,0.004930
1.305005,-0.000696,-0.000730,0.005228,0.005137
1.310005,-0.000669,-0.000709,0.005377,0.005264
1.315005,-0.000642,-0.000677,0.005500,0.005428
1.320006,-0.000614,-0.000655,0.005593,0.005515
1.325006,-0.000586,-0.000622,0.005655,0.005607
1.330006,-0.000558,-0.000599,0.005684,0.005642
1.335006,-0.000529,-0.000566,0.005682,0.005658
1.340007,-0.000501,-0.000543,0.005649,0.005643
1.345007,-0.000473,-0.000509,0.005587,0.005583
1.350007,-0.000445,-0.000487,0.005503,0.005523
1.355007,-0.000418,-0.000454,0.005401,0.005409
1.360008,-0.000392,-0.000432,0.005284,0.005321
1.365008,-0.000365,-0.000401,0.005153,0.005172
1.370008,-0.000340,-0.000380,0.005007,0.005060
1.375008,-0.000316,-0.000350,0.004848,0.004875
1.380008,-0.000292,-0.000331,0.004685,0.004745
1.385009,-0.000269,-0.000303,0.004521,0.004547
1.390009,-0.000247,-0.000285,0.004357,0.004416
1.395009,-0.000225,-0.000259,0.004197,0.004219
1.400009,-0.000205,-0.000242,0.004041,0.004092
1.405010,-0.000185,-0.000218,0.003890,0.003907
1.410010,-0.000166,-0.000202,0.003746,0.003789
1.415010,-0.000148,-0.000180,0.003609,0.003620
1.420010,-0.000130,-0.000165,0.003479,0.003512
1.425011,-0.000113,-0.000145,0.003358,0.003361
1.430011,-0.000097,-0.000131,0.003244,0.003267
1.435011,-0.000081,-0.000112,0.003134,0.003133
1.440011,-0.000066,-0.000100,0.003028,0.003047
1.445011,-0.000051,-0.000081,0.002925,0.002921
1.450012,-0.000036,-0.000070,0.002823,0.002839
1.455012,-0.000023,-0.000053,0.002721,0.002716
1.460012,-0.000009,-0.000042,0.002619,0.002634
1.465012,0.000004,-0.000027,0.002518,0.002512
1.470013,0.000016,-0.000017,0.002416,0.002429
1.475013,0.000028,-0.000002,0.002319,0.002309
1.480013,0.000039,0.000007,0.002229,0.002234
1.485013,0.000050,0.000020,0.002144,0.002129
1.490014,0.000060,0.000028,0.002062,0.002062
1.495014,0.000070,0.000041,0.001982,0.001964
1.500014,0.000080,0.000048,0.001907,0.001901
1.505014,0.000089,0.000060,0.001842,0.001815
1.510015,0.000098,0.000067,0.001787,0.001766
1.515015,0.000107,0.000077,0.001745,0.001708
1.520015,0.000116,0.000084,0.001716,0.001679
1.525015,0.000124,0.000094,0.001697,0.001649
1.530015,0.000133,0.000101,0.001689,0.001639
1.535016,0.000141,0.000110,0.001687,0.001635
1.540016,0.000150,0.000117,0.001683,0.001633
1.545016,0.000158,0.000127,0.001671,0.001625
1.550016,0.000166,0.000133,0.001647,0.001610
1.555017,0.000174,0.000143,0.001610,0.001572
1.560017,0.000182,0.000149,0.001564,0.001538
1.565017,0.000190,0.000158,0.001512,0.001477
1.570017,0.000197,0.000164,0.001457,0.001433
1.575018,0.000205,0.000173,0.001406,0.001366
1.580018,0.000211,0.000178,0.001364,0.001327
1.585018,0.000218,0.000186,0.001337,0.001284
1.590018,0.000225,0.000191,0.001324,0.001268
1.595019,0.000231,0.000199,0.001322,0.001260
1.600019,0.000238,0.000204,0.001324,0.001261
1.605019,0.000245,0.000211,0.001328,0.001265
1.610019,0.000251,0.000216,0.001330,0.001268
1.615019,0.000258,0.000224,0.001330,0.001268
1.620020,0.000265,0.000229,0.001324,0.001266
1.625020,0.000271,0.000236,0.001311,0.001254
1.630020,0.000278,0.000241,0.001292,0.001240
1.635020,0.000284,0.000249,0.001267,0.001214
1.640021,0.000290,0.000254,0.001234,0.001191
1.645021,0.000296,0.000261,0.001189,0.001144
1.650021,0.000302,0.000265,0.001130,0.001103
1.655021,0.000308,0.000272,0.001056,0.001023
1.660022,0.000313,0.000276,0.000969,0.000957
1.665022,0.000317,0.000281,0.000871,0.000843
1.670022,0.000321,0.000285,0.000769,0.000761
1.675022,0.000325,0.000289,0.000670,0.000638
1.680022,0.000328,0.000291,0.000581,0.000561
1.685023,0.000331,0.000295,0.000506,0.000463
1.690023,0.000333,0.000296,0.000442,0.000408
1.695023,0.000335,0.000299,0.000387,0.000336
1.700023,0.000337,0.000300,0.000338,0.000295
1.705024,0.000338,0.000302,0.000293,0.000240
1.710024,0.000340,0.000303,0.000251,0.000205
1.715024,0.000341,0.000304,0.000207,0.000153
1.720024,0.000342,0.000304,0.000160,0.000117
1.725025,0.000342,0.000305,0.000110,0.000059
1.730025,0.000343,0.000305,0.000053,0.000016
1.735025,0.000343,0.000305,-0.000012,-0.000058
1.740025,0.000342,0.000305,-0.000085,-0.000113
1.745026,0.000342,0.000304,-0.000167,-0.000207
1.750026,0.000341,0.000303,-0.000254,-0.000276
1.755026,0.000339,0.000301,-0.000343,-0.000384
1.760026,0.000337,0.000299,-0.000428,-0.000454
1.765026,0.000335,0.000297,-0.000506,-0.000553
1.770027,0.000332,0.000294,-0.000573,-0.000611
1.775027,0.000329,0.000290,-0.000629,-0.000686
1.780027,0.000326,0.000288,-0.000676,-0.000727
1.785027,0.000322,0.000283,-0.000715,-0.000778
1.790028,0.000319,0.000280,-0.000747,-0.000806
1.795028,0.000315,0.000275,-0.000772,-0.000841
1.800028,0.000311,0.000272,-0.000790,-0.000859
1.805028,0.000307,0.000267,-0.000803,-0.000877
1.810029,0.000303,0.000263,-0.000812,-0.000886
1.815029,0.000299,0.000258,-0.000818,-0.000895
1.820029,0.000295,0.000254,-0.000823,-0.000899
1.825029,0.000290,0.000249,-0.000824,-0.000904
1.830029,0.000286,0.000245,-0.000818,-0.000903
1.835030,0.000282,0.000240,-0.000806,-0.000892
1.840030,0.000278,0.000236,-0.000790,-0.000881
1.845030,0.000274,0.000231,-0.000771,-0.000860
1.850030,0.000271,0.000227,-0.000751,-0.000843
1.855031,0.000267,0.000222,-0.000730,-0.000820
1.860031,0.000263,0.000219,-0.000708,-0.000803
1.865031,0.000260,0.000214,-0.000683,-0.000775
1.870031,0.000257,0.000211,-0.000655,-0.000754
1.875032,0.000253,0.000207,-0.000623,-0.000719
1.880032,0.000250,0.000204,-0.000585,-0.000692
1.885032,0.000248,0.000200,-0.000538,-0.000641
1.890032,0.000245,0.000197,-0.000482,-0.000599
1.895033,0.000243,0.000194,-0.000423,-0.000528
1.900033,0.000241,0.000192,-0.000366,-0.000481
1.905033,0.000239,0.000189,-0.000316,-0.000417
1.910033,0.000238,0.000188,-0.000272,-0.000379
1.915033,0.000237,0.000185,-0.000237,-0.000332
1.920034,0.000235,0.000184,-0.000208,-0.000307
1.925034,0.000234,0.000182,-0.000188,-0.000277
1.930034,0.000234,0.000181,-0.000175,-0.000264
1.935034,0.000233,0.000180,-0.000170,-0.000255
1.940035,0.000232,0.000179,-0.000164,-0.000252
1.945035,0.000231,0.000177,-0.000153,-0.000244
1.950035,0.000230,0.000176,-0.000130,-0.000233
1.955035,0.000230,0.000175,-0.000090,-0.000196
1.960036,0.000230,0.000174,-0.000032,-0.000156
1.965036,0.000230,0.000173,0.000042,-0.000075
1.970036,0.000230,0.000173,0.000123,-0.000012
1.975036,0.000231,0.000173,0.000207,0.000089
1.980036,0.000232,0.000174,0.000286,0.000155
1.985037,0.000234,0.000175,0.000355,0.000246
1.990037,0.000236,0.000176,0.000408,0.000295
1.995037,0.000238,0.000178,0.000441,0.000348
2.000037,0.000240,0.000179,0.000454,0.000366
2.005037,0.000242,0.000181,0.000444,0.000367
2.010037,0.000245,0.000183,0.000411,0.000349
2.015036,0.000246,0.000185,0.000361,0.000298
2.020036,0.000248,0.000186,0.000301,0.000252
2.025036,0.000249,0.000187,0.000233,0.000174
2.030035,0.000250,0.000188,0.000160,0.000117
2.035035,0.000251,0.000188,0.000086,0.000027
2.040035,0.000251,0.000188,0.000018,-0.000031
2.045034,0.000251,0.000188,-0.000043,-0.000109
2.050034,0.000251,0.000188,-0.000093,-0.000153
2.055033,0.000250,0.000187,-0.000135,-0.000208
2.060033,0.000249,0.000186,-0.000169,-0.000238
2.065033,0.000248,0.000184,-0.000194,-0.000274
2.070032,0.000247,0.000183,-0.000212,-0.000291
2.075032,0.000246,0.000181,-0.000223,-0.000308
2.080032,0.000245,0.000180,-0.000227,-0.000313
2.085031,0.000244,0.000178,-0.000228,-0.000315
2.090031,0.000243,0.000177,-0.000232,-0.000317
2.095031,0.000242,0.000175,-0.000237,-0.000322
2.100030,0.000240,0.000174,-0.000243,-0.000327
2.105030,0.000239,0.000172,-0.000250,-0.000334
2.110029,0.000238,0.000170,-0.000256,-0.000339
2.115029,0.000237,0.000168,-0.000265,-0.000347
2.120029,0.000235,0.000167,-0.000277,-0.000355
2.125028,0.000234,0.000165,-0.000296,-0.000373
2.130028,0.000232,0.000163,-0.000323,-0.000390
2.135028,0.000231,0.000161,-0.000361,-0.000429
2.140027,0.000229,0.000159,-0.000412,-0.000465
2.145027,0.000226,0.000156,-0.000480,-0.000537
2.150027,0.000224,0.000154,-0.000568,-0.000600
2.155026,0.000221,0.000150,-0.000672,-0.000718
2.160026,0.000217,0.000147,-0.000790,-0.000808
2.165025,0.000213,0.000142,-0.000914,-0.000955
2.170025,0.000208,0.000138,-0.001039,-0.001055
2.175025,0.000202,0.000132,-0.001161,-0.001202
2.180024,0.000196,0.000127,-0.001279,-0.001297
2.185024,0.000189,0.000119,-0.001396,-0.001437
2.190024,0.000182,0.000113,-0.001510,-0.001530
2.195023,0.000174,0.000103,-0.001618,-0.001662
2.200023,0.000166,0.000097,-0.001714,-0.001743
2.205023,0.000157,0.000086,-0.001794,-0.001845
2.210022,0.000148,0.000078,-0.001857,-0.001899
2.215022,0.000138,0.000067,-0.001905,-0.001961
2.220021,0.000128,0.000059,-0.001942,-0.001991
2.225021,0.000119,0.000047,-0.001974,-0.002030
2.230021,0.000109,0.000039,-0.002009,-0.002055
2.235020,0.000099,0.000026,-0.002053,-0.002102
2.240020,0.000088,0.000018,-0.002115,-0.002146
2.245020,0.000077,0.000005,-0.002198,-0.002237
2.250019,0.000066,-0.000004,-0.002301,-0.002314
2.255019,0.000054,-0.000018,-0.002416,-0.002449
2.260019,0.000042,-0.000028,-0.002536,-0.002545
2.265018,0.000029,-0.000044,-0.002655,-0.002688
2.270018,0.000015,-0.000054,-0.002768,-0.002780
2.275017,0.000001,-0.000071,-0.002871,-0.002908
2.280017,-0.000014,-0.000083,-0.002963,-0.002984
2.285017,-0.000029,-0.000101,-0.003045,-0.003085
2.290016,-0.000044,-0.000114,-0.003121,-0.003146
2.295016,-0.000060,-0.000133,-0.003196,-0.003236
2.300016,-0.000076,-0.000146,-0.003272,-0.003296
2.305015,-0.000093,-0.000166,-0.003348,-0.003387
2.310015,-0.000110,-0.000179,-0.003423,-0.003447
2.315015,-0.000127,-0.000200,-0.003496,-0.003536
2.320014,-0.000145,-0.000214,-0.003567,-0.003592
2.325014,-0.000163,-0.000236,-0.003629,-0.003670
2.330014,-0.000181,-0.000251,-0.003677,-0.003711
2.335013,-0.000200,-0.000273,-0.003703,-0.003749
2.340013,-0.000218,-0.000288,-0.003705,-0.003754
2.345012,-0.000237,-0.000311,-0.003685,-0.003735
2.350012,-0.000255,-0.000326,-0.003645,-0.003706
2.355012,-0.000273,-0.000348,-0.003591,-0.003644
2.360011,-0.000291,-0.000362,-0.003530,-0.003595
2.365011,-0.000308,-0.000384,-0.003465,-0.003517
2.370011,-0.000325,-0.000398,-0.003399,-0.003463
2.375010,-0.000342,-0.000418,-0.003335,-0.003386
2.380010,-0.000359,-0.000432,-0.003276,-0.003337
2.385010,-0.000375,-0.000452,-0.003222,-0.003270
2.390009,-0.000391,-0.000465,-0.003171,-0.003229
2.395009,-0.000407,-0.000484,-0.003122,-0.003169
2.400008,-0.000422,-0.000497,-0.003070,-0.003128
2.405008,-0.000437,-0.000515,-0.003016,-0.003064
2.410008,-0.000452,-0.000527,-0.002960,-0.003019
2.415007,-0.000467,-0.000545,-0.002904,-0.002952
2.420007,-0.000481,-0.000557,-0.002850,-0.002908
2.425007,-0.000495,-0.000574,-0.002796,-0.002844
2.430006,-0.000509,-0.000586,-0.002737,-0.002798
2.435006,-0.000523,-0.000602,-0.002674,-0.002724
2.440006,-0.000536,-0.000613,-0.002607,-0.002672
2.445005,-0.000549,-0.000629,-0.002537,-0.002588
2.450005,-0.000561,-0.000639,-0.002463,-0.002530
2.455004,-0.000573,-0.000654,-0.002388,-0.002439
2.460004,-0.000585,-0.000664,-0.002311,-0.002378
2.465004,-0.000596,-0.000678,-0.002235,-0.002286
2.470003,-0.000607,-0.000687,-0.002159,-0.002224
2.475003,-0.000618,-0.000700,-0.002084,-0.002134
2.480003,-0.000628,-0.000709,-0.002008,-0.002073
2.485002,-0.000638,-0.000721,-0.001931,-0.001980
2.490002,-0.000647,-0.000729,-0.001854,-0.001917
2.495002,-0.000656,-0.000740,-0.001779,-0.001827
2.500001,-0.000665,-0.000748,-0.001704,-0.001768
2.505001,-0.000673,-0.000758,-0.001622,-0.001674
2.510000,-0.000681,-0.000765,-0.001524,-0.001602
2.515000,-0.000688,-0.000774,-0.001406,-0.001470
2.520000,-0.000695,-0.000780,-0.001270,-0.001367
2.524999,-0.000701,-0.000788,-0.001121,-0.001192
2.529999,-0.000706,-0.000792,-0.000967,-0.001068
2.534999,-0.000710,-0.000798,-0.000816,-0.000884
2.539998,-0.000714,-0.000802,-0.000673,-0.000765
2.544998,-0.000717,-0.000806,-0.000540,-0.000598
2.549998,-0.000719,-0.000808,-0.000422,-0.000497
2.554997,-0.000721,-0.000811,-0.000320,-0.000365
2.559997,-0.000722,-0.000812,-0.000233,-0.000290
2.564996,-0.000723,-0.000814,-0.000156,-0.000191
2.569996,-0.000724,-0.000815,-0.000086,-0.000133
2.574996,-0.000724,-0.000815,-0.000020,-0.000053
2.579995,-0.000724,-0.000815,0.000049,0.000001
2.584995,-0.000723,-0.000815,0.000123,0.000090
2.589995,-0.000723,-0.000815,0.000197,0.000149
2.594994,-0.000721,-0.000814,0.000270,0.000238
2.599994,-0.000720,-0.000813,0.000343,0.000298
2.604994,-0.000718,-0.000811,0.000417,0.000387
2.609993,-0.000716,-0.000809,0.000492,0.000447
2.614993,-0.000713,-0.000806,0.000568,0.000540
2.619992,-0.000710,-0.000804,0.000643,0.000601
2.624992,-0.000706,-0.000800,0.000715,0.000690
2.629992,-0.000703,-0.000797,0.000788,0.000748
2.634991,-0.000698,-0.000793,0.000866,0.000839
2.639991,-0.000694,-0.000789,0.000953,0.000905
2.644991,-0.000689,-0.000784,0.001055,0.001019
2.649990,-0.000683,-0.000780,0.001174,0.001109
2.654990,-0.000677,-0.000773,0.001309,0.001264
2.659990,-0.000670,-0.000767,0.001458,0.001380
2.664989,-0.000662,-0.000759,0.001612,0.001566
2.669989,-0.000654,-0.000752,0.001764,0.001691
2.674989,-0.000644,-0.000742,0.001903,0.001870
2.679988,-0.000635,-0.000734,0.002022,0.001975
2.684988,-0.000624,-0.000722,0.002119,0.002107
2.689987,-0.000613,-0.000714,0.002188,0.002175
2.694987,-0.000602,-0.000700,0.002230,0.002242
2.699987,-0.000591,-0.000691,0.002247,0.002265
2.704986,-0.000580,-0.000678,0.002244,0.002274
2.709986,-0.000569,-0.000669,0.002229,0.002266
2.714986,-0.000557,-0.000655,0.002208,0.002245
2.719985,-0.000547,-0.000646,0.002186,0.002228
2.724985,-0.000536,-0.000633,0.002166,0.002204
2.729985,-0.000525,-0.000624,0.002151,0.002190
2.734984,-0.000514,-0.000611,0.002140,0.002176
2.739984,-0.000503,-0.000602,0.002135,0.002171
2.744983,-0.000493,-0.000589,0.002133,0.002169
2.749983,-0.000482,-0.000581,0.002132,0.002170
2.754983,-0.000471,-0.000568,0.002127,0.002169
2.759982,-0.000461,-0.000559,0.002115,0.002164
2.764982,-0.000450,-0.000546,0.002095,0.002147
2.769982,-0.000440,-0.000537,0.002063,0.002127
2.774981,-0.000430,-0.000525,0.002022,0.002084
2.779981,-0.000420,-0.000516,0.001978,0.002050
2.784981,-0.000410,-0.000504,0.001936,0.001999
2.789980,-0.000400,-0.000496,0.001895,0.001967
2.794980,-0.000391,-0.000485,0.001857,0.001922
2.799979,-0.000382,-0.000477,0.001819,0.001893
2.804979,-0.000373,-0.000466,0.001782,0.001849
2.809979,-0.000364,-0.000458,0.001746,0.001821
2.814978,-0.000356,-0.000447,0.001712,0.001780
2.819978,-0.000347,-0.000440,0.001680,0.001754
2.824978,-0.000339,-0.000430,0.001655,0.001721
2.829977,-0.000331,-0.000423,0.001639,0.001705
2.834977,-0.000322,-0.000413,0.001633,0.001693
2.839977,-0.000314,-0.000406,0.001637,0.001694
2.844976,-0.000306,-0.000396,0.001649,0.001705
2.849976,-0.000298,-0.000389,0.001668,0.001719
2.854975,-0.000289,-0.000379,0.001695,0.001749
2.859975,-0.000281,-0.000372,0.001727,0.001774
2.864975,-0.000272,-0.000361,0.001761,0.001816
2.869974,-0.000263,-0.000354,0.001793,0.001844
2.874974,-0.000254,-0.000342,0.001819,0.001882
2.879974,-0.000245,-0.000335,0.001836,0.001900
2.884973,-0.000236,-0.000323,0.001845,0.001916
2.889973,-0.000226,-0.000316,0.001854,0.001922
2.894973,-0.000217,-0.000304,0.001873,0.001937
2.899972,-0.000208,-0.000296,0.001910,0.001959
